restaurant_name	boro	building	street	zipcode	cuisine	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	grade_date	inspection_type
CANAAN CAKE HOUSE	QUEENS	3640	UNION STREET	11354	Asian	8/29/13	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140 degrees F.	Critical	18	B	8/29/13	Cycle Inspection / Re-inspection
BOB'S DISCOUNT FURNITURE	QUEENS	7225	WOODHAVEN BOULEVARD	11385	Ice Cream, Gelato, Yogurt, Ices	11/20/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	37	C	11/20/14	Cycle Inspection / Re-inspection
NEW YORK HOT BAGELS & BIALYS	QUEENS	10101	QUEENS BLVD	11375	Delicatessen	6/3/15	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	13	A	6/3/15	Cycle Inspection / Initial Inspection
SUNBURST ESPRESSO BAR	MANHATTAN	206	3 AVENUE	10003	American	3/23/15	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	16	B	3/23/15	Cycle Inspection / Re-inspection
SUNSHINE GRILL & CURRY	QUEENS	6915	NORTHERN BOULEVARD	11377	Indian	4/30/13	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	4	A	4/30/13	Cycle Inspection / Re-inspection
TASTEE PATTEE BAKERY AND GRILL	BROOKLYN	1431	ROCKAWAY PARKWAY	11236	Caribbean	10/19/15	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	10	A	10/19/15	Cycle Inspection / Re-inspection
NEW H.K. TEA AND SUSHI	BROOKLYN	2033	86 STREET	11214	Asian	2/5/15	Violations were cited in the following area(s).	10I	Single service item reused, improperly stored, dispensed; not used when required.	Not Critical	13	A	2/5/15	Cycle Inspection / Initial Inspection
PAUL'S DAUGHTER	BROOKLYN	1001	BOARDWALK	11224	American	6/7/14	Violations were cited in the following area(s).	06B	Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.	Critical	12	A	6/7/14	Cycle Inspection / Initial Inspection
MCDONALD'S	MANHATTAN	824	3 AVENUE	10022	Hamburgers	4/29/16	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	11	A	4/29/16	Cycle Inspection / Initial Inspection
BLUE RIBBON SUSHI BAR & GRILL	MANHATTAN	6	COLUMBUS CIRCLE	10019	Japanese	4/22/14	Violations were cited in the following area(s).	10H	Proper sanitization not provided for utensil ware washing operation.	Not Critical	12	A	4/22/14	Cycle Inspection / Re-inspection
SUSHI MAMBO	MANHATTAN	431	W 202ND ST	10034	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	4/12/16	Violations were cited in the following area(s).	10E	Accurate thermometer not provided in refrigerated or hot holding equipment.	Not Critical	11	A	4/12/16	Cycle Inspection / Initial Inspection
PAKIZA RESTAURANT	BROOKLYN	1032	CONEY ISLAND AVENUE	11230	Pakistani	6/7/16	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	12	A	6/7/16	Cycle Inspection / Re-inspection
PEKING CHINESE RESTAURANT	QUEENS	6978	188TH ST	11365	Chinese	10/17/15	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140 degrees F.	Critical	12	A	10/17/15	Cycle Inspection / Initial Inspection
CHERYL'S GLOBAL SOUL	BROOKLYN	236	UNDERHILL AVENUE	11238	American	4/10/14	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	10	A	4/10/14	Cycle Inspection / Initial Inspection
ROSEBANK TAVERN	STATEN ISLAND	1258	BAY STREET	10305	American	5/21/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	7	A	5/21/14	Cycle Inspection / Re-inspection
GOOD TASTE RESTAURANT	STATEN ISLAND	4215	HYLAN BLVD	10308	Chinese	5/7/15	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	7	A	5/7/15	Cycle Inspection / Initial Inspection
GARDEN KITCHEN	BROOKLYN	487	GRAND STREET	11211	Chinese	10/25/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	11	A	10/25/14	Cycle Inspection / Re-inspection
POPEYES LOUISIANA KITCHEN	QUEENS	19702	HILLSIDE AVENUE	11423	Chicken	4/16/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	7	A	4/16/14	Cycle Inspection / Initial Inspection
SALISBURY HOTEL	MANHATTAN	123	WEST   57 STREET	10019	Continental	8/28/13	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	25	B	8/28/13	Cycle Inspection / Re-inspection
AMSTERDAM TAVERN	MANHATTAN	938	AMSTERDAM AVENUE	10025	American	6/30/14	Violations were cited in the following area(s).	10H	Proper sanitization not provided for utensil ware washing operation.	Not Critical	27	B	6/30/14	Cycle Inspection / Re-inspection
NATALIA BAR	QUEENS	6210	39 AVENUE	11377	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	10/16/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	11	A	10/16/14	Cycle Inspection / Re-inspection
NEW BEST WOK NO 1	BROOKLYN	3411	AVENUE H	11210	Chinese	3/8/16	Violations were cited in the following area(s).	08B	Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.	Not Critical	9	A	3/8/16	Cycle Inspection / Initial Inspection
ALI'S ROTI SHOP	BROOKLYN	337	UTICA AVENUE	11213	Caribbean	11/2/15	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	20	B	11/2/15	Cycle Inspection / Re-inspection
MI CASA BAKERY	BRONX	936	MORRIS AVE	10456	Bakery	4/13/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	7	A	4/13/16	Cycle Inspection / Re-inspection
PAPA JOHN'S	QUEENS	14720	ROCKAWAY BOULEVARD	11436	Pizza	3/23/15	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	19	B	3/23/15	Cycle Inspection / Re-inspection
THE IRISH AMERICAN	MANHATTAN	17	JOHN STREET	10038	Irish	11/25/15	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	19	B	11/25/15	Cycle Inspection / Re-inspection
BARRY'S BOOTCAMP NOHO	MANHATTAN	419	LAFAYETTE ST	10003	Juice, Smoothies, Fruit Salads	4/15/15	Violations were cited in the following area(s).	06E	Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.	Critical	5	A	4/15/15	Pre-permit (Operational) / Initial Inspection
PETER DILLON'S	MANHATTAN	385	5 AVENUE	10016	Irish	1/2/15	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	19	B	1/2/15	Cycle Inspection / Re-inspection
THE PIZZA PLACE	BRONX	4024	WHITE PLAINS ROAD	10466	Pizza	4/27/16	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	13	A	4/27/16	Cycle Inspection / Initial Inspection
BOSS TWEED'S SALOON	MANHATTAN	115	ESSEX STREET	10002	American	8/13/14	Violations were cited in the following area(s).	08B	Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.	Not Critical	9	A	8/13/14	Cycle Inspection / Initial Inspection
ARGO TEA CAFE	MANHATTAN	275	7 AVENUE	10001	Cafe/Coffee/Tea	7/15/14	Violations were cited in the following area(s).	09C	Food contact surface not properly maintained.	Not Critical	2	A	7/15/14	Cycle Inspection / Initial Inspection
JOE'S PLACE	BRONX	1841	WESTCHESTER AVENUE	10472	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	4/22/14	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	39	C	4/22/14	Cycle Inspection / Re-inspection
TBSP	MANHATTAN	17	WEST   20 STREET	10011	American	10/8/13	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	11	A	10/8/13	Cycle Inspection / Re-inspection
CONNIE O'S	BROOKLYN	158	NORMAN AVENUE	11222	American	3/5/14	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	9	A	3/5/14	Cycle Inspection / Initial Inspection
GOLDEN DRAGON RESTAURANT	BROOKLYN	4413	NEW UTRECHT AVE	11219	Chinese	9/6/13	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	19	B	9/6/13	Cycle Inspection / Re-inspection
Los Tacos # 1	MANHATTAN	75	9th AVE	10011	Spanish	2/1/16	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	10	A	2/1/16	Cycle Inspection / Re-inspection
88 CHINESE RESTAURANT	MANHATTAN	473	LENOX AVENUE	10037	Chinese	3/5/13	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	13	A	3/5/13	Pre-permit (Operational) / Re-inspection
VENEZIA RISTORANTE & PIZZA	BRONX	1115	ASTOR AVENUE	10469	Pizza/Italian	7/30/13	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	7	A	7/30/13	Cycle Inspection / Re-inspection
VINEGAR HILL HOUSE	BROOKLYN	72	HUDSON AVENUE	11201	American	9/6/14	Violations were cited in the following area(s).	10I	Single service item reused, improperly stored, dispensed; not used when required.	Not Critical	8	A	9/6/14	Cycle Inspection / Re-inspection
